,ts,rh,rn,tt,bc,cs
12835,1497409200,0,226,417,32511224,1
12836,1497409200,75,580,589,16171556,1
12837,1497409200,33,130,314,38074408,1
12838,1497409200,2,189,334,21676812,1
12839,1497409200,1,70,536,10861580,1
12840,1497409200,23,219,359,334111156,1
12841,1497409200,22,1,16,44119028,1
12842,1497409200,21,1,11,44119028,1
12843,1497409200,28,1,11,44119028,1
12844,1497409200,7,3,15,4484076,1
12845,1497409200,6,15,31,219290697,1
12846,1497409200,8,35,35,868144,1
12847,1497409800,8,801,801,35445192,0
12848,1497409800,0,203,432,50075732,1
12849,1497409800,75,602,611,18909412,1
12850,1497409800,2,16,30,1698088,1
12851,1497409800,10,3,6,144645192,1
12852,1497409800,33,90,446,301811116,1
12853,1497409800,1,57,571,8873412,1
12854,1497409800,23,46,186,354501828,1
12855,1497410400,75,565,576,20225220,1
12856,1497410400,0,227,404,38436256,1
12857,1497410400,33,123,483,98148624,1
12858,1497410400,1,35,484,5457324,1
12859,1497410400,23,42,296,1081546280,1
12860,1497411000,75,587,596,17494896,1
12861,1497411000,0,238,397,30808400,1
12862,1497411000,33,141,474,76588520,1
12863,1497411000,23,153,673,1639003132,1
12864,1497411000,1,31,585,4740588,0
12865,1497411000,11,2,30,113276600,1
12866,1497411000,7,2,43,113276600,1
12867,1497411600,0,232,418,28597400,1
12868,1497411600,75,552,575,19417632,1
12869,1497411600,33,176,450,48373828,1
12870,1497411600,23,110,153,81932284,1
12871,1497411600,1,42,556,6540664,1
12872,1497411600,6,9,10,9013792,1
12873,1497411600,13,15,17,528128,0
12874,1497412200,75,376,381,9930996,1
12875,1497412200,33,134,473,274505456,1
12876,1497412200,0,195,440,69087220,1
12877,1497412200,1,45,557,6984952,1
12878,1497412200,30,45,74,47472916,1
12879,1497412200,23,69,105,67925408,1
12880,1497412200,6,1,1,743584,1
12881,1497412200,29,1,1,0,0
12882,1497412800,33,123,494,115342556,1
12883,1497412800,10,1,1,4024440,1
12884,1497412800,31,1,1,1437058,1
12885,1497412800,0,192,432,43991728,1
12886,1497412800,29,1,1,0,0
12887,1497412800,1,89,478,5011396,1
12888,1497412800,30,106,150,101817320,1
12889,1497412800,3,1,10,21573637,1
12890,1497412800,23,126,187,106616904,1
12891,1497412800,6,1,1,29944,1
12892,1497413400,0,264,371,20517524,1
12893,1497413400,1,98,571,4127296,1
12894,1497413400,33,134,474,71670732,1
12895,1497413400,6,8,17,88757572,1
12896,1497413400,23,51,88,46880808,1
12897,1497413400,80,3,44,146156008,1
12898,1497413400,30,85,150,107619668,1
12899,1497414000,33,167,449,48597268,1
12900,1497414000,1,132,448,4003476,0
12901,1497414000,0,277,350,22017412,1
12902,1497414000,23,84,125,74963484,1
12903,1497414000,30,24,44,31965556,1
12904,1497414000,6,16,16,13107780,1
12905,1497414600,33,96,502,923150588,1
12906,1497414600,0,209,423,46965508,1
12907,1497414600,1,174,577,3816300,1
12908,1497414600,23,28,58,40921360,1
12909,1497414600,7,1,7,4024440,1
12910,1497414600,11,1,8,4024440,1
12911,1497414600,30,134,219,180722068,1
12912,1497414600,6,6,12,73674024,1
12913,1497414600,25,95,195,183692680,1
12914,1497415200,25,54,96,53231488,0
12915,1497415200,0,227,404,35978312,1
12916,1497415200,1,165,421,3489668,1
12917,1497415200,33,138,476,77992372,1
12918,1497415200,23,45,76,51264936,1
12919,1497415200,30,34,44,17946344,1
12920,1497415200,65,5,6,31394164,1
12921,1497415200,13,15,15,0,0
12922,1497415800,0,225,424,35831708,1
12923,1497415800,33,105,493,737728844,1
12924,1497415800,23,172,252,168573788,1
12925,1497415800,30,89,158,114234628,1
12926,1497415800,1,126,550,2984776,1
12927,1497416400,23,868,953,299936100,1
12928,1497416400,0,229,414,36199532,1
12929,1497416400,1,124,510,3274192,1
12930,1497416400,30,67,96,51513492,1
12931,1497416400,33,187,781,282102256,1
12932,1497416400,79,3,3,664328,1
12933,1497416400,80,1,7,23700380,1
12934,1497416400,48,2,313,98084608,1
12935,1497416400,6,14,35,226139975,1
12936,1497417000,23,1007,1186,402166264,1
12937,1497417000,33,223,867,301159040,1
12938,1497417000,0,219,411,38566464,1
12939,1497417000,10,1,1,23700380,1
12940,1497417000,1,104,487,4148396,1
12941,1497417000,48,2,334,134463356,1
12942,1497417000,30,25,55,38183660,1
12943,1497417600,33,153,489,93799628,1
12944,1497417600,0,226,433,44689612,1
12945,1497417600,1,84,524,3913632,0
12946,1497417600,30,26,47,34287712,1
12947,1497418200,0,225,414,35966092,1
12948,1497418200,33,266,766,491935348,1
12949,1497418200,1,128,479,3140532,1
12950,1497418200,30,66,124,86362928,1
12951,1497418200,7,1,16,23700380,1
12952,1497418200,11,1,13,23700380,1
12953,1497418200,226,11,347,56580116,1
12954,1497418800,0,225,427,35955680,1
12955,1497418800,1,116,591,2839496,1
12956,1497418800,30,116,171,96095932,1
12957,1497418800,33,397,847,312895164,1
12958,1497418800,226,31,695,439042792,1
12959,1497418800,6,2,2,1535136,1
12960,1497418800,13,15,15,0,0
12961,1497419400,33,367,836,276390904,1
12962,1497419400,1,96,420,2329736,1
12963,1497419400,0,227,397,36029560,1
12964,1497419400,30,166,225,112294664,1
12965,1497419400,6,3,3,1546628,1
12966,1497420000,30,500,531,65657832,1
12967,1497420000,0,216,411,46077668,1
12968,1497420000,33,206,849,401540964,1
12969,1497420000,1,56,728,1194040,0
12970,1497420000,21,1,10,44112210,1
12971,1497420000,7,1,4,1195844,1
12972,1497420000,227,1,42,18550792,1
12973,1497420000,6,1,1,721016,1
12974,1497420600,30,333,376,93828112,1
12975,1497420600,0,228,411,31263420,1
12976,1497420600,1,191,480,4220848,1
12977,1497420600,33,227,761,338420056,1
12978,1497420600,227,7,801,147439156,1
12979,1497420600,6,11,38,231674904,1
12980,1497420600,25,1,100,164449247,1
12981,1497421200,1,183,473,3533160,1
12982,1497421200,33,181,974,2578287304,1
12983,1497421200,0,228,415,35377104,1
12984,1497421200,6,8,8,9014616,1
12985,1497421200,30,140,222,170586804,1
12986,1497421200,227,6,506,89426948,1
12987,1497421800,30,192,301,211531724,1
12988,1497421800,1,174,490,3410688,1
12989,1497421800,33,238,849,705643764,1
12990,1497421800,0,213,417,45662228,1
12991,1497421800,227,4,659,93955332,1
12992,1497421800,29,2,767,24889004,1
12993,1497421800,6,37,37,12543824,1
12994,1497422400,33,257,835,431538596,1
12995,1497422400,0,227,416,35630216,1
12996,1497422400,1,162,487,3194784,1
12997,1497422400,30,232,330,217830404,1
12998,1497422400,227,7,562,117017756,1
12999,1497422400,29,1,238,6495260,1
13000,1497422400,13,15,19,1296736,0
13001,1497423000,1,169,493,3298012,1
13002,1497423000,0,224,405,35323592,1
13003,1497423000,30,360,478,194908840,1
13004,1497423000,33,234,861,359749748,1
13005,1497423000,227,1,73,12206528,1
13006,1497423000,154,1,1,501477,1
13007,1497423000,45,230,230,7114467,0
13008,1497423600,1,113,518,3693908,1
13009,1497423600,45,406,406,5036156,0
13010,1497423600,30,263,368,139590804,1
13011,1497423600,33,284,761,316220396,1
13012,1497423600,0,227,413,35457604,1
13013,1497423600,10,1,1,26454576,1
13014,1497423600,44,2,2,10866720,1
13015,1497423600,227,6,974,126595168,1
13016,1497423600,6,15,43,219049457,1
13017,1497423600,7,8,42,10655628,1
13018,1497423600,93,1,9,26454576,1
13019,1497424200,45,256,256,4526512,0
13020,1497424200,1,68,512,3018732,0
13021,1497424200,30,68,92,34751008,1
13022,1497424200,10,1,1,7268768,1
13023,1497424200,33,432,744,194291048,1
13024,1497424200,0,215,416,45411728,1
13025,1497424200,46,33,293,267203340,0
13026,1497424200,227,12,364,208610216,1
13027,1497424800,33,539,728,84844048,1
13028,1497424800,0,227,407,30724500,1
13029,1497424800,30,47,61,27209428,1
13030,1497424800,1,119,565,3022768,1
13031,1497424800,227,8,505,188527944,1
13032,1497424800,219,1,709,5303136,1
13033,1497424800,6,4,4,591764,1
13034,1497424800,86,32,235,195729460,1
13035,1497425400,0,228,409,32998404,1
13036,1497425400,1,121,485,3924016,1
13037,1497425400,33,382,748,138758816,1
13038,1497425400,7,1,10,26454576,1
13039,1497425400,11,1,21,26454576,1
13040,1497425400,227,17,655,272382532,1
13041,1497425400,93,1,3,7268768,1
13042,1497425400,30,43,51,12431132,1
13043,1497425400,219,1,1007,8435872,1
13044,1497426000,0,215,409,45797540,1
13045,1497426000,33,243,626,242188112,1
13046,1497426000,1,93,572,3520904,1
13047,1497426000,30,46,109,365188272,1
13048,1497426000,227,14,598,203559376,1
13049,1497426000,13,15,53,14022132,0
13050,1497426000,219,1,648,4188632,1
13051,1497426600,1,56,550,4814960,1
13052,1497426600,0,226,417,34996928,1
13053,1497426600,33,147,1128,2943052560,1
13054,1497426600,227,16,584,277057356,1
13055,1497426600,30,42,134,726915076,1
13056,1497426600,6,2,2,5276792,1
13057,1497426600,47,1,36,44121211,1
13058,1497427200,0,222,408,34985872,1
13059,1497427200,10,1,1,27446128,1
13060,1497427200,33,163,731,281488048,1
13061,1497427200,227,8,343,106347164,1
13062,1497427200,1,93,474,2350124,0
13063,1497427200,3,1,16,21819137,1
13064,1497427200,30,260,350,414038116,1
13065,1497427200,154,4,7,1999121,1
13066,1497427200,6,1,1,30208,1
13067,1497427200,219,1,969,6219450,0
13068,1497427200,7,1,4,1195844,1
13069,1497427200,5,1,1,20664,1
13070,1497427800,33,97,519,211992716,1
13071,1497427800,1,116,495,3448760,1
13072,1497427800,10,1,1,7268768,1
13073,1497427800,0,228,407,35437076,1
13074,1497427800,5,10,10,222768,1
13075,1497427800,30,100,357,1869462480,1
13076,1497427800,43,1,37,164478563,1
13077,1497427800,6,2,2,2513520,1
13078,1497428400,30,158,261,399903884,1
13079,1497428400,0,218,411,45530144,1
13080,1497428400,33,136,478,80383848,1
13081,1497428400,1,94,563,3465916,0
13082,1497428400,31,1,1,29200,1
13083,1497428400,6,2,2,501020,1
13084,1497428400,5,15,15,1484256,1
13085,1497428400,39,3,16,43790168,1
13086,1497428400,165,1,1,689336,1
13087,1497428400,219,1,1407,10035316,1
13088,1497429000,0,231,410,31621624,1
13089,1497429000,33,164,455,64815356,1
13090,1497429000,1,117,451,3029244,1
13091,1497429000,8,1,1,0,0
13092,1497429000,30,147,182,64035368,1
13093,1497429000,219,2,474,3093302,1
13094,1497429000,7,1,14,27446128,1
13095,1497429000,11,1,15,27446128,1
13096,1497429000,25,54,308,138384284,1
13097,1497429000,6,29,30,17159388,1
13098,1497429000,5,9,9,212712,1
13099,1497429600,0,227,414,38499260,1
13100,1497429600,33,136,481,384146756,1
13101,1497429600,25,98,349,93478120,0
13102,1497429600,1,101,493,4556268,1
13103,1497429600,30,188,215,52143584,1
13104,1497429600,13,15,18,345472,0
13105,1497429600,5,2,2,39504,1
13106,1497429600,21,1,11,44121211,1
13107,1497430200,30,193,261,127119144,1
13108,1497430200,1,102,465,3716320,1
13109,1497430200,0,229,422,31464696,1
13110,1497430200,25,4,24,6898824,1
13111,1497430200,33,114,497,127576756,1
13112,1497430200,5,2,2,41256,1
13113,1497430200,219,1,811,5998050,0
13114,1497430800,0,232,406,36802240,1
13115,1497430800,10,1,1,28768156,1
13116,1497430800,30,337,423,196643236,1
13117,1497430800,33,125,489,95477488,1
13118,1497430800,1,82,609,3008844,1
13119,1497430800,22,1,136,44120457,1
13120,1497430800,5,4,4,450872,1
13121,1497430800,6,17,41,240850934,0
13122,1497430800,7,1,5,1195844,1
13123,1497430800,8,478,478,20599952,0
13124,1497430800,219,1,576,4874024,1
13125,1497431400,8,357,357,13355564,0
13126,1497431400,0,232,412,35322956,1
13127,1497431400,1,87,531,3220432,0
13128,1497431400,33,152,471,69177392,1
13129,1497431400,10,1,1,23721140,1
13130,1497431400,30,176,330,401049084,1
13131,1497431400,12,2,18,52489296,1
13132,1497431400,5,1,1,20628,1
13133,1497431400,219,4,3628,27916852,1
13134,1497432000,30,82,119,94251880,1
13135,1497432000,0,222,401,40646040,1
13136,1497432000,33,159,463,167030496,1
13137,1497432000,1,95,529,3094492,1
13138,1497432000,5,8,8,164712,1
13139,1497432000,219,2,1032,6211350,0
13140,1497432000,6,1,1,407192,1
13141,1497432000,49,1,26,157048,0
13142,1497432600,0,255,390,32673936,1
13143,1497432600,1,125,574,2356136,1
13144,1497432600,33,117,502,120870340,1
13145,1497432600,30,54,76,30428876,1
13146,1497432600,11,1,12,28768156,1
13147,1497432600,7,1,18,28768156,1
13148,1497432600,5,18,18,1962048,1
13149,1497432600,85,3,3,4189740,1
13150,1497432600,219,3,2869,16345800,0
13151,1497433200,33,143,479,73093008,1
13152,1497433200,0,251,388,26029620,1
13153,1497433200,1,80,480,1531172,1
13154,1497433200,219,9,2015,6332874,0
13155,1497433200,13,15,16,219348,0
13156,1497433200,30,41,64,29229188,1
13157,1497433800,0,250,387,26274556,1
13158,1497433800,33,144,458,332054516,1
13159,1497433800,1,123,491,2279684,0
13160,1497433800,219,8,1904,6527090,0
13161,1497433800,30,59,77,23202132,1
13162,1497433800,5,1,1,20484,1
13163,1497433800,6,4,4,6328420,1
13164,1497433800,85,2,2,2401984,1
13165,1497434400,1,134,474,2478060,0
13166,1497434400,0,245,391,31216016,1
13167,1497434400,85,2,2,1815152,1
13168,1497434400,6,5,5,4804928,1
13169,1497434400,219,4,2129,10764942,1
13170,1497434400,49,3,250,1841696,0
13171,1497434400,33,79,524,683334208,1
13172,1497434400,41,1,11,30751196,1
13173,1497434400,7,2,7,1751080,1
13174,1497434400,5,4,4,82488,1
13175,1497434400,30,12,21,26783676,1
13176,1497435000,33,100,519,204216892,1
13177,1497435000,1,69,660,2461608,1
13178,1497435000,10,2,2,54472336,1
13179,1497435000,0,251,387,25745416,1
13180,1497435000,30,38,59,28750488,1
13181,1497435000,219,8,3076,9830700,0
13182,1497435000,49,2,84,86296,0
13183,1497435000,25,1,179,164481931,1
13184,1497435000,5,5,5,109776,1
13185,1497435000,6,3,4,2893764,1
13186,1497435600,0,245,388,30838816,1
13187,1497435600,33,92,509,161612056,1
13188,1497435600,1,92,525,3059848,1
13189,1497435600,5,30,30,2721644,1
13190,1497435600,30,21,42,19578360,1
13191,1497435600,6,7,7,3008908,1
13192,1497436200,5,12,12,954656,1
13193,1497436200,0,254,386,24163712,1
13194,1497436200,33,97,507,211207944,1
13195,1497436200,1,81,490,2783912,1
13196,1497436200,7,1,13,30751196,1
13197,1497436200,11,1,12,30751196,1
13198,1497436200,219,7,4338,25840942,0
13199,1497436200,85,3,3,1313760,1
13200,1497436200,6,18,18,10318744,1
13201,1497436800,0,247,384,30496724,1
13202,1497436800,33,107,503,164372832,1
13203,1497436800,219,8,2635,10265402,0
13204,1497436800,5,243,285,66118160,1
13205,1497436800,1,53,555,1797376,1
13206,1497436800,6,20,20,3135408,1
13207,1497436800,141,2,2,0,0
13208,1497436800,13,15,33,4429168,1
13209,1497437400,5,556,565,62868464,1
13210,1497437400,0,317,366,17436444,1
13211,1497437400,33,127,484,91736752,1
13212,1497437400,1,39,516,1239132,1
13213,1497437400,219,8,2197,7539858,0
13214,1497437400,25,1,1,473371,1
13215,1497437400,162,5,224,2149404,1
13216,1497438000,0,248,385,27820216,1
13217,1497438000,5,129,129,10302888,1
13218,1497438000,1,63,520,2022624,1
13219,1497438000,33,134,479,89171356,1
13220,1497438000,3,1,4,21819137,1
13221,1497438000,51,37,224,466155921,1
13222,1497438000,219,26,1487,1883762,0
13223,1497438000,162,33,3652,39815434,0
13224,1497438000,45,1,16,44301980,1
13225,1497438000,7,1,4,1195844,1
13226,1497438000,36,1,1,15928,0
13227,1497438600,219,5,571,1852200,0
13228,1497438600,162,78,3173,68714788,0
13229,1497438600,0,243,391,31534204,1
13230,1497438600,10,2,2,68023120,1
13231,1497438600,33,141,483,90499064,1
13232,1497438600,1,112,456,2344272,1
13233,1497438600,6,15,44,226236402,1
13234,1497438600,5,134,168,29105128,1
13235,1497438600,51,28,58,30143284,1
13236,1497438600,190,1,23,131768,0
13237,1497438600,186,2,50,1371256,0
13238,1497438600,36,7,10,149144,0
13239,1497438600,193,1,26,1843304,0
13240,1497438600,191,2,52,3331848,0
13241,1497438600,37,1,31,4103632,0
13242,1497438600,38,3,78,2484768,0
13243,1497439200,1,112,477,2102716,1
13244,1497439200,0,249,385,28091972,1
13245,1497439200,33,188,439,39509388,1
13246,1497439200,162,38,5450,63540116,0
13247,1497439200,36,2,2,44888,0
13248,1497439200,51,248,278,38493924,1
13249,1497439200,5,163,167,44242872,1
13250,1497439200,186,1,21,272224,0
13251,1497439200,38,1,24,1196048,0
13252,1497439200,37,1,12,46336,0
13253,1497439200,100,2,64,405384,0
13254,1497439200,191,1,26,215752,0
13255,1497439200,219,1,546,1293846,0
13256,1497439200,228,1,25,153488,0
13257,1497439200,229,1,24,262088,0
13258,1497439200,6,5,5,1004924,1
13259,1497439800,0,250,387,24081404,1
13260,1497439800,33,182,448,39975972,1
13261,1497439800,1,91,574,1735180,1
13262,1497439800,162,60,4021,85655200,0
13263,1497439800,6,7,8,10904796,1
13264,1497439800,11,1,14,44301980,1
13265,1497439800,7,1,25,44301980,1
13266,1497439800,5,197,262,53818596,1
13267,1497439800,51,55,112,43847704,1
13268,1497439800,25,92,203,179000724,1
13269,1497439800,219,2,3026,11912644,1
13270,1497440400,0,238,384,28535732,1
13271,1497440400,25,58,95,57438056,0
13272,1497440400,51,83,140,47446096,1
13273,1497440400,5,312,344,91948412,1
13274,1497440400,33,129,476,163979496,1
13275,1497440400,1,119,470,2252624,1
13276,1497440400,162,71,5231,92374563,0
13277,1497440400,219,5,2410,16677648,1
13278,1497440400,85,8,8,8284760,1
13279,1497440400,13,15,19,947020,1
13280,1497441000,33,143,467,443979140,1
13281,1497441000,0,236,387,30274972,1
13282,1497441000,1,173,467,3279836,1
13283,1497441000,5,34,41,6355928,1
13284,1497441000,162,82,1262,70592970,0
13285,1497441000,85,6,6,3502356,1
13286,1497441000,51,18,39,45855268,1
13287,1497441000,219,2,1162,10265004,1
13288,1497441600,0,240,396,24523580,1
13289,1497441600,33,92,513,395153988,1
13290,1497441600,5,12,18,1016164,1
13291,1497441600,1,167,468,3141536,1
13292,1497441600,162,71,341,20162124,1
13293,1497441600,142,29,413,246108616,1
13294,1497441600,51,106,196,81488416,1
13295,1497441600,219,1,744,6277216,1
13296,1497441600,45,1,20,47276548,1
13297,1497441600,21,1,9,44123423,1
13298,1497441600,6,8,8,7653676,1
13299,1497441600,7,1,6,1195844,1
13300,1497441600,8,397,397,17898400,0
13301,1497442200,8,438,438,16057116,0
13302,1497442200,33,121,497,149089836,1
13303,1497442200,1,157,475,2977492,1
13304,1497442200,0,240,386,25534624,1
13305,1497442200,162,51,388,19518400,1
13306,1497442200,10,2,4,70997688,1
13307,1497442200,142,29,387,216041724,1
13308,1497442200,51,178,233,48887608,1
13309,1497442200,5,7,7,180468,1
13310,1497442200,219,4,3493,31717624,1
13311,1497442200,43,1,26,164489465,1
13312,1497442200,6,8,8,2433040,1
13313,1497442200,54,49,127,72933052,1
13314,1497442800,51,282,572,495239672,1
13315,1497442800,1,142,475,2649104,0
13316,1497442800,33,132,446,195175196,1
13317,1497442800,162,35,341,7628108,1
13318,1497442800,0,272,375,23668872,1
13319,1497442800,54,116,431,176749715,1
13320,1497442800,142,23,405,210793160,1
13321,1497442800,219,3,1750,15005656,1
13322,1497442800,6,6,19,82452168,1
13323,1497442800,43,2,2,0,0
13324,1497443400,33,68,488,1217513352,1
13325,1497443400,51,183,314,134016120,1
13326,1497443400,0,244,404,30334172,1
13327,1497443400,162,70,326,11731200,1
13328,1497443400,54,163,535,227849456,1
13329,1497443400,1,135,474,2509540,0
13330,1497443400,142,24,391,185816488,1
13331,1497443400,7,1,18,47276548,1
13332,1497443400,11,1,16,47276548,1
13333,1497443400,6,3,3,612692,1
13334,1497443400,25,2,2,472220,0
13335,1497443400,5,9,10,3510632,1
13336,1497443400,219,1,661,6215056,1
13337,1497444000,0,233,383,25747968,1
13338,1497444000,1,162,447,3101520,1
13339,1497444000,54,127,309,79690868,0
13340,1497444000,33,109,506,171040748,1
13341,1497444000,162,57,387,17837812,1
13342,1497444000,142,28,416,213642448,1
13343,1497444000,219,3,2245,19145086,0
13344,1497444000,51,83,229,369760764,1
13345,1497444000,6,15,15,4869740,1
13346,1497444000,45,1,1,983710,1
13347,1497444000,13,15,18,521244,1
13348,1497444000,85,2,2,1945140,1
13349,1497444600,0,244,405,28982684,1
13350,1497444600,33,143,395,60410604,1
13351,1497444600,162,85,309,23515684,1
13352,1497444600,1,158,464,3043052,1
13353,1497444600,5,4,4,94032,1
13354,1497444600,142,27,436,204501804,1
13355,1497444600,219,4,2497,21214948,1
13356,1497444600,51,52,261,747781008,1
13357,1497444600,25,1,1,475628,1
13358,1497445200,33,126,391,93235832,1
13359,1497445200,0,265,366,22045968,1
13360,1497445200,1,163,449,3110772,0
13361,1497445200,162,80,301,21869164,1
13362,1497445200,142,29,427,212720708,1
13363,1497445200,56,4,28,26930288,1
13364,1497445200,51,102,264,489283880,1
13365,1497445200,5,16,16,474508,1
13366,1497445200,39,1,16,48378236,1
13367,1497445200,85,4,6,2607196,1
13368,1497445200,7,3,9,1552552,1
13369,1497445200,219,1,656,5284700,1
13370,1497445800,51,259,1377,3425644500,1
13371,1497445800,162,61,348,16530908,1
13372,1497445800,10,2,4,72099376,1
13373,1497445800,0,263,375,19966752,1
13374,1497445800,1,138,453,2801232,1
13375,1497445800,33,197,363,52820852,1
13376,1497445800,219,3,2350,21199432,1
13377,1497445800,142,26,446,200546300,1
13378,1497445800,5,22,23,3095856,1
13379,1497445800,56,4,38,32341132,1
13380,1497445800,6,15,40,218910503,1
13381,1497446400,51,153,256,91363936,1
13382,1497446400,33,275,366,18218752,1
13383,1497446400,162,58,383,16802152,1
13384,1497446400,0,266,357,19885888,1
13385,1497446400,1,148,439,2776428,0
13386,1497446400,142,28,469,201188744,1
13387,1497446400,5,58,73,7755872,1
13388,1497446400,219,3,2225,19868264,1
13389,1497446400,56,2,6,7010240,1
13390,1497447000,0,261,364,22554884,1
13391,1497447000,33,65,470,1051615312,1
13392,1497447000,1,132,479,2904144,1
13393,1497447000,142,30,430,223424220,1
13394,1497447000,162,42,405,11625060,1
13395,1497447000,5,6,6,188232,1
13396,1497447000,51,109,197,92323588,1
13397,1497447000,7,1,17,48378236,1
13398,1497447000,11,1,15,48378236,1
13399,1497447000,6,8,22,178788244,1
13400,1497447000,219,1,524,4998848,1
13401,1497447600,1,82,504,1611792,0
13402,1497447600,0,266,373,22598652,1
13403,1497447600,142,41,366,320097488,1
13404,1497447600,162,47,410,13702020,1
13405,1497447600,33,41,570,1989351784,1
13406,1497447600,219,3,2829,19336524,1
13407,1497447600,13,15,23,369556,1
13408,1497447600,51,74,157,69683668,1
13409,1497447600,5,48,48,2697976,1
13410,1497448200,5,193,193,11265544,1
13411,1497448200,33,125,498,112404860,1
13412,1497448200,0,268,354,22291268,1
13413,1497448200,142,43,380,320250232,1
13414,1497448200,1,122,426,2309264,1
13415,1497448200,162,48,418,15037564,1
13416,1497448200,51,22,56,29869400,1
13417,1497448200,219,2,629,5166920,1
13418,1497448200,45,344,347,12008662,0
13419,1497448200,6,1,1,1142624,1
13420,1497448800,0,270,371,21793612,1
13421,1497448800,1,36,310,637344,1
13422,1497448800,45,642,646,20281900,0
13423,1497448800,33,124,489,107195088,1
13424,1497448800,23,50,218,475053132,1
13425,1497448800,162,9,295,1940516,0
13426,1497448800,142,44,376,342868332,1
13427,1497448800,3,1,20,21819375,1
13428,1497448800,16,27,1232,232149720,1
13429,1497448800,51,151,281,161191400,1
13430,1497448800,6,7,8,10102696,1
13431,1497448800,5,138,138,3323940,1
13432,1497448800,49,1,79,612648,0
13433,1497448800,219,7,3276,21213252,0
13434,1497448800,7,1,5,1195844,1
13435,1497449400,45,436,436,12655980,0
13436,1497449400,0,267,369,22121560,1
13437,1497449400,10,2,3,73531544,1
13438,1497449400,33,132,478,103367748,1
13439,1497449400,5,70,70,3668048,1
13440,1497449400,142,45,387,355978136,1
13441,1497449400,1,48,429,847200,1
13442,1497449400,16,2,126,23527964,1
13443,1497449400,219,1,168,47784,0
13444,1497449400,23,227,239,25844368,1
13445,1497449400,25,1,28,164490675,1
13446,1497449400,162,35,205,9482120,1
13447,1497449400,51,46,106,41829416,1
13448,1497449400,6,4,4,3665508,1
13449,1497450000,33,147,468,70218812,1
13450,1497450000,0,270,387,22623988,1
13451,1497450000,1,115,419,2485700,1
13452,1497450000,45,158,158,3585232,0
13453,1497450000,162,65,360,19271136,1
13454,1497450000,142,46,383,353307432,1
13455,1497450000,5,6,6,201088,1
13456,1497450000,51,113,211,93739616,1
13457,1497450000,6,13,134,1235441948,1
13458,1497450000,23,67,91,42459112,1
13459,1497450000,80,1,17,49810404,1
13460,1497450000,16,4,72,11082452,1
13461,1497450600,1,110,597,2517104,1
13462,1497450600,0,267,372,24864736,1
13463,1497450600,33,179,446,54817156,1
13464,1497450600,162,55,377,17089416,1
13465,1497450600,142,50,360,368187924,1
13466,1497450600,7,1,17,49810404,1
13467,1497450600,16,2,196,39497752,1
13468,1497450600,11,1,14,49810404,1
13469,1497450600,23,12,23,22114168,1
13470,1497450600,5,7,7,153884,1
13471,1497450600,219,2,1485,10173814,1
13472,1497450600,6,12,33,195127592,1
13473,1497450600,51,14,35,22932240,1
13474,1497451200,33,208,404,34708368,1
13475,1497451200,51,28,71,37516280,1
13476,1497451200,219,1,1,0,0
13477,1497451200,0,278,388,20823504,1
13478,1497451200,1,94,581,2005168,1
13479,1497451200,162,44,389,12371060,1
13480,1497451200,142,48,372,359604252,1
13481,1497451200,6,1,1,32588,1
13482,1497451200,23,67,108,67112800,1
13483,1497451200,13,15,19,688876,1
13484,1497451800,0,277,368,25552976,1
13485,1497451800,33,285,350,22563896,1
13486,1497451800,51,38,92,49407020,1
13487,1497451800,162,24,490,7351596,1
13488,1497451800,142,48,352,366926456,1
13489,1497451800,1,97,520,2115864,0
13490,1497451800,23,68,146,167752440,1
13491,1497451800,172,382,382,482068620,0
13492,1497451800,5,16,16,351136,1
13493,1497451800,12,1,1,55648,1
13494,1497451800,60,3,3,5820456,0
13495,1497452400,1,76,620,2032260,1
13496,1497452400,33,237,369,54566788,1
13497,1497452400,0,235,396,51951840,1
13498,1497452400,142,46,397,365591860,1
13499,1497452400,23,156,370,415966568,0
13500,1497452400,162,48,418,15100864,1
13501,1497452400,51,158,287,126114300,1
13502,1497452400,6,16,45,240686727,1
13503,1497452400,12,3,45,122346614,0
13504,1497452400,22,1,106,44124348,1
13505,1497452400,219,2,1311,8247266,1
13506,1497452400,21,1,10,44124348,1
13507,1497452400,5,1,1,23140,1
13508,1497452400,7,1,6,1195844,1
13509,1497453000,142,44,358,366295480,1
13510,1497453000,1,93,569,2829060,1
13511,1497453000,10,2,4,75294248,1
13512,1497453000,0,226,413,35457472,1
13513,1497453000,33,164,381,81487732,1
13514,1497453000,162,41,439,17116592,1
13515,1497453000,51,218,416,177677376,1
13516,1497453000,61,5,87,52634580,1
13517,1497453000,23,43,101,197931252,1
13518,1497453000,5,1,1,23572,1
13519,1497453000,6,6,6,1900924,1
13520,1497453600,162,31,482,16485004,1
13521,1497453600,0,206,432,38914632,1
13522,1497453600,51,626,887,287942992,1
13523,1497453600,1,61,724,1859812,1
13524,1497453600,142,48,371,389710344,1
13525,1497453600,23,68,98,54612436,1
13526,1497453600,33,139,455,171070720,1
13527,1497453600,5,11,11,301952,1
13528,1497453600,6,5,5,784492,1
13529,1497453600,219,1,1100,7506590,1
13530,1497454200,23,151,801,1736376188,1
13531,1497454200,33,167,445,55028052,1
13532,1497454200,51,1193,1960,724827208,1
13533,1497454200,0,201,429,49735156,1
13534,1497454200,1,50,788,1750608,1
